SBS_Code,SBS_Code_Hyphenated,Short_Description,Long_Description,Chapter,Chapter_Name,Block,Block_Name,Definition,Includes,Excludes ,Guidelines,
398210000,39821-00-00,Extrcran to intrcran byps w saph graft,Extracranial to intracranial bypass with saphenous vein graft,1,Procedures on nervous system ,21,Extracranial to intracranial bypass,Effective surgical treatment for the management of selected cases of intracranial aneurysmal disease that would not be amenable to surgical clipping or endovascular occlusion,,,,
900060000,90006-00-00,Extrcran to intrcran byps w rdl art gft,Extracranial to intracranial bypass with radial artery graft,1,Procedures on nervous system ,21,Extracranial to intracranial bypass,Effective treatment for a variety of cerebrovascular diseases requiring proximal occlusion or trapping of the parent artery,,,,
398000100,39800-01-00,Reinforcement of cerebral aneurysm,Reinforcement of cerebral aneurysm,1,Procedures on nervous system ,22,Other repair of meninges or brain,Reinforcement of cerebral aneurysm,,,,
401090000,40109-00-00,Repair of encephalocele,Repair of encephalocele,1,Procedures on nervous system ,22,Other repair of meninges or brain,,"Excision and Closure of Encephalocele
Repair of:
• Cerebral Meningocele
• Meningoencephalocele",,,
403390000,40339-00-00,Plugging of obex,Plugging of obex,1,Procedures on nervous system ,22,Other repair of meninges or brain,,Duraplasty,,,
406000000,40600-00-00,Cranioplasty w insertion of skull plate,Cranioplasty with insertion of skull plate,1,Procedures on nervous system ,23,Cranioplasty,,"Reconstructive Cranioplasty
Fat Graft","That of Skull Fracture (39606-00-00, 39609-01-00, 39609-02-00, 39612-00-00 [25])
That with Intracranial Procedure – Omit Cranioplasty Code","Code also when performed:
• excision of skull lesion (39700-00-00 [13])
• procurement of fat for graft via separate incision (45018-04-00 [1666])",
406000100,40600-01-00,Cranioplasty with bone graft,Cranioplasty with bone graft,1,Procedures on nervous system ,23,Cranioplasty,,"Reconstructive Cranioplasty
Fat Graft","That of Skull Fracture (39606-00-00, 39609-01-00, 39609-02-00, 39612-00-00 [25])
That with Intracranial Procedure – Omit Cranioplasty Code","Code also when performed:
• excision of skull lesion (39700-00-00 [13])
• procurement of fat for graft via separate incision (45018-04-00 [1666])",
406000200,40600-02-00,Cranioplasty with skull flap,Cranioplasty with skull flap,1,Procedures on nervous system ,23,Cranioplasty,,"Reconstructive Cranioplasty
Fat Graft","That of Skull Fracture (39606-00-00, 39609-01-00, 39609-02-00, 39612-00-00 [25])
That with Intracranial Procedure – Omit Cranioplasty Code","Code also when performed:
• excision of skull lesion (39700-00-00 [13])
• procurement of fat for graft via separate incision (45018-04-00 [1666])",
406000300,40600-03-00,Other cranioplasty,Other cranioplasty,1,Procedures on nervous system ,23,Cranioplasty,,"Reconstructive Cranioplasty
Fat Graft","That of Skull Fracture (39606-00-00, 39609-01-00, 39609-02-00, 39612-00-00 [25])
That with Intracranial Procedure – Omit Cranioplasty Code","Code also when performed:
• excision of skull lesion (39700-00-00 [13])
• procurement of fat for graft via separate incision (45018-04-00 [1666])",
400090000,40009-00-00,Revision of ventricular shunt,Revision of ventricular shunt,1,Procedures on nervous system ,24,Revision of intracranial cerebrospinal fluid shunt,,"Removal and Reinsertion of Cerebrospinal Fluid Shunt
Replacement of Cerebrospinal Fluid Shunt","Revision at Distal Site:
• atrial (90200-00-00 [605])
• Peritoneal (90330-00-00 [1001])
• Pleural (90174-00-00 [557])",,
400090100,40009-01-00,Revision of cisternal shunt,Revision of cisternal shunt,1,Procedures on nervous system ,24,Revision of intracranial cerebrospinal fluid shunt,,"Removal and Reinsertion of Cerebrospinal Fluid Shunt
Replacement of Cerebrospinal Fluid Shunt","Revision at Distal Site:
• atrial (90200-00-00 [605])
• Peritoneal (90330-00-00 [1001])
• Pleural (90174-00-00 [557])",,
396090200,39609-02-00,Reduct compound skull fx,Reduction of compound skull fracture,1,Procedures on nervous system ,25,Procedures for skull fracture,,"Internal Fixation
Cranioplasty for Skull Fracture
Repair of Compound Comminuted Skull Fracture",,,
396090210,39609-02-10,ORIF depressed frontal sinus fracture ,Open reduction and internal fixation of depressed frontal sinus fracture,1,Procedures on nervous system ,25,Procedures for skull fracture,,Internal fixation,NA,,
396060000,39606-00-00,Elev closed skull fracture,Elevation of closed skull fracture,1,Procedures on nervous system ,25,Procedures for skull fracture,,Cranioplasty for Skull Fracture,,,
396060100,39606-01-00,Reduction of closed skull fracture,Reduction of closed skull fracture,1,Procedures on nervous system ,25,Procedures for skull fracture,,"Internal Fixation
Cranioplasty for Skull Fracture",,,
396090000,39609-00-00,Debridement of compound skull fracture,Debridement of compound skull fracture,1,Procedures on nervous system ,25,Procedures for skull fracture,,Cranioplasty for Skull Fracture,,,
396090100,39609-01-00,Elev compound skull fracture,Elevation of compound skull fracture,1,Procedures on nervous system ,25,Procedures for skull fracture,,Cranioplasty for Skull Fracture,,,
396120000,39612-00-00,Elev cmpd skull fx w repair dura & brain,Elevation of compound skull fracture with repair of dura and brain,1,Procedures on nervous system ,25,Procedures for skull fracture,,Cranioplasty for Skull Fracture,Delayed Repair of Dura Following Fractured Skull (39615-00-00 [20]),,
396120100,39612-01-00,Rdctn cmpd skull fx w rep dura & brain,Reduction of compound skull fracture with repair of dura and brain,1,Procedures on nervous system ,25,Procedures for skull fracture,,Internal Fixation,"Cranioplasty for Skull Fracture
Repair of Compound Comminuted Skull Fracture and Dura and Brain",,
408010000,40801-00-00,Functional intrcran stereotactic proc,Functional intracranial stereotactic procedure,1,Procedures on nervous system ,27,Functional intracranial stereotactic procedure,,"Angiography
Application of Head Frame
Computer Assisted Coordinate Determination
Computerized tomography [CT]
Destruction of Lesion
Magnetic Resonance Imaging [MRI]
Physiological Localization
Production of Lesion
Targeting
Ventriculography","Stereotactic:
• Cingulotomy
• Pallidotomy
• Thalamotomy",,
900070000,90007-00-00,Oth dx proc skull  brain & cereb menings,"Other diagnostic procedures on skull, brain or cerebral meninges",1,Procedures on nervous system ,28,"Other procedures on skull, meninges or brain","Specified (unlisted in SBS) diagnostic procedures on skull, brain or cerebral meninges",,Biopsy of Skull (50200-00-01 [1560]),"
for nonsurgical diagnostic interventions see Chapter 19",
900070100,90007-01-00,Other procedures on skull,Other procedure on skull,1,Procedures on nervous system ,28,"Other procedures on skull, meninges or brain",,"Craniectomy Nos
Incision and Drainage of Cranial Sinus
Removal of Skull Plate",Removal of foreign Body of Skull (90569-00-01 [1556]),,
900070200,90007-02-00,Other proc on brain & cerebral meninges,Other procedures on brain or cerebral meninges,1,Procedures on nervous system ,28,"Other procedures on skull, meninges or brain",,"Choroid Plexectomy
Curettage of Brain or Cerebral Meninges",,,
900110500,90011-05-00,Spinal stereotactic localisation,Spinal stereotactic localisation,1,Procedures on nervous system ,29,Examination of spinal canal and spinal cord structures,,"Angiography
Application of Head Frame
Computer Assisted Coordinate Determination
Computerized tomography [CT]
Magnetic Resonance Imaging [MRI]
Physiological Localization
Targeting","Functional Stereotactic Procedure (39121-00-00 [58])
Stereotactic:
• Cordotomy (39121-00-00 [58])
• Tractotomy (39121-00-00 [58])","Code also:
• surgical procedure(s) performed",
390000000,39000-00-00,Lumbar puncture,Lumbar puncture,1,Procedures on nervous system ,30,Lumbar puncture,,Spinal Tap,,,
390130000,39013-00-00,Admin agent into zygo-apophyseal joint,Administration of agent into zygo-apophyseal (facet) joint,1,Procedures on nervous system ,31,"Application, insertion or removal procedures on vertebra or intervertebral disc",,"Injection Into Zygo-Apophyseal (Facet) Joint of:
• Corticosteroid
• Local Anaesthetic",,,
390130100,39013-01-00,Admin agent into costotransverse joint,Administration of agent into costotransverse joint,1,Procedures on nervous system ,31,"Application, insertion or removal procedures on vertebra or intervertebral disc",,"Injection Into Costotransverse Joint of:
• Corticosteroid
• Local Anaesthetic",,,
403360000,40336-00-00,Admin chemonucleolytic agent into disc,Administration of chemonucleolytic agent into disc,1,Procedures on nervous system ,31,"Application, insertion or removal procedures on vertebra or intervertebral disc",,Injection of Chymopapain Into Intervertebral Space,,,
900270000,90027-00-00,Intradiscal therapy,Intradiscal therapy,1,Procedures on nervous system ,31,"Application, insertion or removal procedures on vertebra or intervertebral disc",,"Intradiscal Electrothermal therapy [Idet]
Intradiscal therapy (Percutaneous) by:
• Electrothermal Catheter
• Radiofrequency (thermocoagulation)",,,
182162700,18216-27-00,Epidural inj/o local anaesthetic,Epidural injection of local anaesthetic,1,Procedures on nervous system ,32,Epidural injection,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
182162800,18216-28-00,Epidural inj/o opioid,Epidural injection of opioid,1,Procedures on nervous system ,32,Epidural injection,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","
Performed for pain management",
182300000,18230-00-00,Epidural injection of neurolytic agent,Epidural injection of neurolytic agent,1,Procedures on nervous system ,32,Epidural injection,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","
Performed for pain management",
391400000,39140-00-00,Epidural injct for lysis of adhesions,Epidural injection for lysis of adhesions,1,Procedures on nervous system ,32,Epidural injection,,"Spinal Catheterization
Epidural:
• Adhesiolysis
• Neuroplasty
• Epidurolysis
• Epiduroplasty
• Peridural Adhesiolysis
• Racz (Catheter) Procedure","Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management



Performed under imaging control",
900180000,90018-00-00,Epidural inj/o other/cmb thrpc subs,Epidural injection of other or combined therapeutic substance(s),1,Procedures on nervous system ,32,Epidural injection,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
900280000,90028-00-00,Epidural injection of steroid,Epidural injection of steroid,1,Procedures on nervous system ,32,Epidural injection,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
182160000,18216-00-00,Epidural infus local anaesthetic,Epidural infusion of local anaesthetic,1,Procedures on nervous system ,33,Epidural infusion,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
182160300,18216-03-00,Epidural infusion of opioid,Epidural infusion of opioid,1,Procedures on nervous system ,33,Epidural infusion,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
182160600,18216-06-00,Epdl infus other/cmb thrpc subs,Epidural infusion of other or combined therapeutic substance(s),1,Procedures on nervous system ,33,Epidural infusion,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
900280100,90028-01-00,Epidural infusion of steroid,Epidural infusion of steroid,1,Procedures on nervous system ,33,Epidural infusion,,Spinal Catheterization,"Epidural Infusion (See Block [33])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
182162900,18216-29-00,Caudal inj/o local anaesthetic,Caudal injection of local anaesthetic,1,Procedures on nervous system ,34,Caudal injection,,Spinal Catheterization,"Caudal Infusion (See Block [35])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
182163000,18216-30-00,Caudal injection of opioid,Caudal injection of opioid,1,Procedures on nervous system ,34,Caudal injection,,Spinal Catheterization,"Caudal Infusion (See Block [35])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
900190000,90019-00-00,Caudal inj/o oth/cmb therapeutic subs,Caudal injection of other or combined therapeutic substance(s),1,Procedures on nervous system ,34,Caudal injection,,Spinal Catheterization,"Caudal Infusion (See Block [35])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
900280200,90028-02-00,Caudal injection of steroid,Caudal injection of steroid,1,Procedures on nervous system ,34,Caudal injection,,Spinal Catheterization,"Caudal Infusion (See Block [35])
That During Labour and Delivery Procedure (See Block [1333])
That for Operative Anaesthesia (92508-10-00 [1909])","

Performed for pain management",
